"","x"
"RT @IngrahamAngle: If his twitter is @j_tsar, then 35d ago he joked abt what ""not to yell:"" ""Sept 10th baby, u know what tmrw is. Party at …",25
"RT @iPhillyChitChat: Can we waterboard @J_Tsar? I'm now in favor of it and I want answers.",3
"RT @IrishMikeDaruki: @J_tsar Here's a picture of your brother's dead, smoldering corpse! - ENJOY!! #bostonstrong http://t.co/w8RkilUuZO",4
"RT @isil_arican: It is weird that you can actually read @J_tsar 's twitter. He seems so normal.  Very  creepy... I wonder when he lost it.",3
"RT @iSpeakComedy: got you bitch. rot in prison. @J_tsar",56
"RT @ItsAdamOKay: The Twitter account of the bombing suspect, Dzhokhar Tsarnaev @J_tsar",13
"RT @ItsAlexKaplan: .@J_tsar You're alive, in a boat, surrounded by a shit ton of cops and hopefully about to die. Quick, can I get a RT?! #…",9
"RT @ItsAlexKaplan: The FBI found Dzhokhar Tsarnaev's twitter account today (@J_tsar) and yeah, even he retweets Will Ferrell parody account…",5
"RT @ItsDianaPaola: I believe @J_tsar is #Innocent ",11
"RT @ItsMandaGail: “@J_tsar: Imagine how reckless their weekend is going to be in #Louisville”

Yupp, like I said before, will not be attend…",5
"RT @itsthereal: BOMBING SUSPECT HEAVY INTO ""RENT"" RT @J_tsar: Five hundred twenty five thousand six hundred miiinutes”",28
"RT @ItzDaisu: i want @J_tsar tu bom mi vagine",3
"RT @ItzDaisu: RT ""@J_tsar YOLO""",14
"RT @ItzMinnieMaus: RT ""@J_tsar: #caught""",8
"RT @itzRevenue: @TroyCrossley IS ABOUT TO PUT THE GOV ON BLAST @J_tsar",7
"RT @iz_konstanty: Джохар Царнаев: “@J_tsar: сука нахуй хочу бэху мне похуй опять проехала мимо мне стало плохо #bmw”",13
"RT @IzzyKamikaze: #boston bombs + rush to condemn @j_tsar, who hasn't even been read his rights, has everyone forgotten JC de Menezes? http…",3
"RT @J_Alamro: @TroyCrossley @J_tsar This is loyalty . May Allah help you and ur friend.",7
"RT @J_tsar: - Хороший мой... Бедненький... Маленький... Малюсенький... 
- Настя блять!!! Ну кто ТАК возбуждает?! #russian #prikol",26
"RT @J_tsar: -should I not go?
-no. 
-""no don't go"" or ""no, go"" 
-yea 
",14
"RT @J_tsar: -you don't care that I smoke, right? 
-man, I wouldn't care if you shot yourself in the head 
^friendship",151
"RT @J_tsar: -Выходи за меня замуж. 
-Хорошо, Согласна!
И тишина
-Ну ты больше ничего мне не скажешь, дорогой? 
-Да я и так уже, кажется лиш…",38
"RT @J_tsar: ""Bring the drugs, ill bring the pain"" bitch, yu better bring something more to the table... ",39
"RT @J_tsar: ""dam, I think that cig had a few extra doses of rat poison""",4
"RT @J_tsar: ""girl, ima tell you straight up, you are one tall glass of water and I am thirsty""",38
"RT @J_tsar: ""I don't care how poor someone thinks he is if he has a loving family, he is rich beyond measure.""",14
"RT @J_tsar: ""mice are inside and rats are outside, but what if a mouse goes outside does it become a rat and if a rat is in the house is it…",3
"RT @J_tsar: ""Mirror mirror on the wall, I ain't too short I ain't too tall god dam I have it all""- fresh prince",38
"RT @J_tsar: ""September 10th baby, you know what tomorrow is. Party at my house!"" #thingsyoudontyellwhenenteringaroom",166
"RT @J_tsar: ""Some people feel the rain. Others just get wet"" probably the gayest thing I ever heard but don't mind me I obviously just get …",76
"RT @J_tsar: ""Studying"" is just a combination of the words student and dying",127
"RT @J_tsar: ""Taken in broad day light"" sucks to be a woman, this broad got kidnapped by some fiend #traplife",7
"RT @J_tsar: ""they will spend their money and they will regret it and then they will be defeated""",5
"RT @J_tsar: “@KidComeUp: Just got home like a real nigga decently poppin night...” Lol you're a clown bro #fuxwithit",4
"RT @J_tsar: @Basiklee always a pleasure brotha, see you in a couple months",3
"RT @J_tsar: @Basiklee unfortunately not, my passports not gonna come in time",4
"RT @J_tsar: @biggblakk92 simoneee, chill it's only medical, you will still get in trouble if you smoke bud anywhere on the street guy",3
"RT @J_tsar: @DamnItGIO you know I'm not for that res dog",5
"RT @J_tsar: @DrJohnnyBlaze 8572475112 hit me cuh my phones dead till like tomorrow night tho",99
"RT @J_tsar: @ImRealTed fake story",1410
"RT @J_tsar: @KBaieva oh hahaha misleading tweet my g, with the whole chechen thing dudes can assume anything.. lol",3
"RT @J_tsar: @Kid_Wavyy i gotchu with something, def not bricks you're not ready",3
"RT @J_tsar: @Kid_Wavyy yea man never get into a family plan with foreigners",33
"RT @J_tsar: @Kid_Wavyy you color blind? that looks like some stanky tho",9
"RT @J_tsar: @Kid_Wavyy you're not nice in FIFA tho",4
"RT @J_tsar: @mellochamp *say",5
"RT @J_tsar: @MelloChamp #godyallsomebrokeboys",40
"RT @J_tsar: @MelloChamp and they what ""god hates dead people?"" Or victims of tragedies? Lol those people are cooked",278
"RT @J_tsar: @MelloChamp what's new with them?",6
"RT @J_tsar: @MonTanA_BaBy replace that with fajr guy, then dhur and so on #wordsofwisdom for ya",12
"RT @J_tsar: @muftimenk but when we consider prophet Muhammad (s.a.a.w) as our role model that's when we achieve true success &amp; a path t…",71
"RT @J_tsar: @OhJeyy @thebad_habit give me yall usernames and watch me tap that ass",5
"RT @J_tsar: @OhJeyy that a trick question? Cuz I'm always sexy",6
"RT @J_tsar: @sotirop_evi @therealAbdul_ oh my Kenyan god, oh my Greek goddess  lol I'm kidding you guys are cute when yu do that in every …",8
"RT @J_tsar: @sotirop_evi @therealabdul_  http://t.co/ZTX0eW6iH2",19
"RT @J_tsar: @therealAbdul_ #heavy I've been looking for those, there is a shortage on the black market if you wanna make a quick buck, nuff…",83
"RT @J_tsar: @therealAbdul_ abdul, are you still planning on coming?",3
"RT @J_tsar: @therealAbdul_ boston marathon isn't a good place to smoke tho",344
"RT @J_tsar: @therealAbdul_ bro, brother, brah, now dont be mad but i can't help but see a little bit of you in this man LOL http://t.co/m1m…",3
"RT @J_tsar: @therealAbdul_ ok we get it, africans are fast, so fast that they make fast people seem not fast",4
"RT @J_tsar: @therealAbdul_ she's hindu i figure i reel her in with some bollywood then hit her with bollywood porn, she'll never see it com…",3
"RT @J_tsar: @therealAbdul_ you need to get Claritin clear",40
"RT @J_tsar: @therealAbdul_ you tryina have a legal experience?",3
"RT @J_tsar: @TroyCrossley @gameofthrones every character on that show got some sort of std bro, I do like the show tho",21
"RT @J_tsar: @TroyCrossley @xxjungaxx I'm still around till Sunday, we can do more damage I got some more left",17
"RT @J_tsar: @TroyCrossley @xxjungaxx lets go whale watching... outside of Bellingham sq McDs",3
"RT @J_tsar: @TroyCrossley @xxjungaxx yea cuddi, we done did it. I told him to hit yu up but the bird abstained from doing so",5
"RT @J_tsar: @TroyCrossley ahaha word mayne but that's not why I like the show... Lol fair to say all those hoes are prolly dirty...",12
"RT @J_tsar: @TroyCrossley I got bars get on a track with me bro",10
"RT @J_tsar: @TroyCrossley in the comfort of my dorm room, with a MacBook and a mic #imamacbookrapper when I'm bored",5
"RT @J_tsar: @TroyCrossley lets not get ahead of ourselves now Troy, it's a good show but breaking bad we can relate to a little bit more, I…",65
"RT @J_tsar: @xXjungaXx biology, im on that dentist movement ;)",3
"RT @J_tsar: @xXjungaXx good luck my brother, I'm sure you'll get in",27
"RT @J_tsar: @xXjungaXx http://t.co/33Dzevjvja this ever happen to you??",7
"RT @J_tsar: @xXjungaXx inshallah man, im for that life",5
"RT @J_tsar: @xXjungaXx where yu going?",7
"RT @J_tsar: @xXjungaXx yu making moves to the mother land??",5
"RT @J_tsar: * On the phone*"" Yo are you with junes?"" 
@TroyCrossley - what, nigga I'm not Jewish"" lol major miscommunication",7
"RT @J_tsar: #4wordsaftasex what was your name?",14
"RT @J_tsar: #ilove http://t.co/Wzim51hjLv",27
"RT @J_tsar: #in3rdgrade I didn't speak a word of english",15
"RT @J_tsar: #in6thgrade i think it was something like G g g g g g g g G-unit all around",6
"RT @J_tsar: #in8thgrade my three point shot was better than Kobes",18
"RT @J_tsar: #inthemorningimusthave a blanket covering my lower body, you never know who can come in the room while you got #morningwood",6
"RT @J_tsar: #ItsAllFunAndGamesTil the white kid says nigga then its just #awkward",5
"RT @J_tsar: #mehei suka lubov'",6
"RT @J_tsar: #teamimtryingtogetsomesleepbuticantfallasleep",9
"RT @J_tsar: #tmlt I just wrote y'all a horoscope for the day and most of you will be like ""dam, that shit was so accurate"" #goodmorning",22
"RT @J_tsar: 15 billion was spent on the olympics, imagine if that money was used to feed those in need all over the world. I'm saying #endw…",203
"RT @J_tsar: 2 essays down, one to go baby",4
"RT @J_tsar: 3rd zombie apocalypse dream in a span of like 2 weeks, i'm no golden boy but maybe, just maybe we should be expecting something…",25
"RT @J_tsar: 50 told me do sit ups to try to get buff i did two and a half and i couldn't get up",4
"RT @J_tsar: a decade in america already, i want out",137
"RT @J_tsar: A good lawyer knows the law; a clever one takes the judge to lunch.",4
"RT @J_tsar: a little taste of russian rap fellas http://t.co/dmezsfOP",18
"RT @J_tsar: a mi dut' lubim vot mi i duem",3
"RT @J_tsar: A smile isn't just mouth movement, one can distinguish between fake &amp; real smiles by the shimmer of happiness in the person…",43
"RT @J_tsar: a wise man once asked a wiser man to teach him his ways, the wiser man said to the guy, roll something first, yg.",3
"RT @J_tsar: ahaha the shit that comes up when i type in my name in google.. i have stalkers??? shits crazy",30
"RT @J_tsar: Ain't no love in the heart of the city, stay safe people",2807
"RT @J_tsar: ak nogano guf",4
"RT @J_tsar: alhamdulillah for my family",24
"RT @J_tsar: All she knows is yes",4
"RT @J_tsar: All this talk about the world ending triggered a zombie apocalypse dream last night, weak part was only gettin to 1st base befo…",15
"RT @J_tsar: alor danse",4
"RT @J_tsar: Amazing #nofilter http://t.co/DqjWEOOQ",16
"RT @J_tsar: america is impervious to the fuckery #justforthisoneday",35
"RT @J_tsar: And here I thought nemo's dad was about to get it with dory but apparently this man turned into a female #thatscray",205
"RT @J_tsar: Anyone else wake up because of a leg cramp this morning? not kidding my calf was going through some shit today, I almost cried",10
"RT @J_tsar: Autocorrect is fucking with my grammar",42
"RT @J_tsar: Aye mambo, mambo Italiano",40
"RT @J_tsar: Back to terrible food, hot pockets and school bs.. Dam I'm just tryina be at that stage in life where I'm coming home to my wif…",75
"RT @J_tsar: back to the home land this summer word",11
"RT @J_tsar: bear grylls is the fucking man",8
"RT @J_tsar: Beemer, Benz or Bentley? Honda, bro.",48
"RT @J_tsar: Being bilingual is da bomb",717
"RT @J_tsar: bitch, dont kill my vibe",85
"RT @J_tsar: bless the person who says less and does more",14
"RT @J_tsar: Breaking Bad taught me how to dispose of a corpse",237
"RT @J_tsar: breaking bad tonight #bestshow",4
"RT @J_tsar: breaking bad, that show is fucking ridiculous",3
"RT @J_tsar: breaking bread with my brothas",3
"RT @J_tsar: broken iphone = broken heart",14
"RT @J_tsar: Brothers at the mosque either think I'm a convert or that I'm from Algeria or Syria, just the other day a guy asked me how I ca…",106
"RT @J_tsar: But I also like when people stand by what they believe no matter what any jerk like me says",35
"RT @J_tsar: But still somehow she got my mind infatuated, absolutely fascinated with the thoughts of what she might be like",5
"RT @J_tsar: but what's it all worth, can't take it when you under this Earth",7
"RT @J_tsar: buy a lighter and the next day it will either break or you'l lose it but steal one from your friend and it will survive a fucki…",3
"RT @J_tsar: byyyyyyyyyyaaaaaaaaaaahh",4
"RT @J_tsar: call the fire man",6
"RT @J_tsar: Cambridge got some real, genuinely good people but at the same time this city can be fake as fuck just like any other town #uph…",104
"RT @J_tsar: camping soon",3
"RT @J_tsar: can i live?",61
"RT @J_tsar: can't fear a man who breathes the same air as you",20
"RT @J_tsar: Can't find my phone #thatstragic",3
"RT @J_tsar: car battery died again #traplife",3
"RT @J_tsar: Careful who you text http://t.co/JA7NB81WUT",111
"RT @J_tsar: Cereal and milk but no plates that's weak man",12
"RT @J_tsar: changed majors, boutta try to become a nurse",9
"RT @J_tsar: Chappelles show is on #theniggerfamily #throwback",33
"RT @J_tsar: chechen dudes holding down russia with all of their gold medals",6
"RT @J_tsar: chief keef is garbage and that's #3hunna",82
"RT @J_tsar: chris bosh jokes are the funniest",8
"RT @J_tsar: craziest night of my life so far #mindfuck",16
"RT @J_tsar: daaam girl, giggity giggity, giggity goo",7
"RT @J_tsar: dam im one lazy ass dude #whatsthemotive",6
"RT @J_tsar: dam it, america needs to stop forcing it with street cleaning, just leave the streets dirty like the rest of the world #noparki…",7
"RT @J_tsar: Dam man I gotta make a tough decision here... Do I want to make these eggs scrambled or sunny side up",33
"RT @J_tsar: dam my mom is forcing it, sniffing my hair when i come home #hotboy",5
"RT @J_tsar: Dam shame when you mess up a good tweet with a typo",31
"RT @J_tsar: dam these responsibilities, im just tryina chill and twist the loud",8
"RT @J_tsar: dam when i said all mosquitoes can suck dick i didnt actually mean mine ahaha seriously tho fuck the squiters",5
"RT @J_tsar: dawg we made eye contact, she def wants the caack",15
"RT @J_tsar: Death is the destroyer of all pleasures",225
"RT @J_tsar: did you realize that you're beautiful and more in my eyes",18
"RT @J_tsar: Do I look like that much of a softy I got these frail ass kids tryin to come at my neck, little do these dogs know they're bark…",167
"RT @J_tsar: do it until death or disability, whichever comes first",12
"RT @J_tsar: do yourself a favor, go watch the batman #tooreal",4
"RT @J_tsar: Dogs are cool pets and all but letting one lick your face is a bit much #thatshitsgross #dirtydogs #dirtierhumans",17
"RT @J_tsar: Don't seek the satisfaction of other people because 1. Its a waste of your time and 2. It's just impossible",58
"RT @J_tsar: dont think you know someone just because you read what their zodiac sign says #fuckswrongwithyou",4
"RT @J_tsar: Dreams really do come true, last night I dreamt I was eating a cheeseburger and in the afternoon today, guess what I was eating…",320
"RT @J_tsar: Drinking tea and I'm sweating",115
"RT @J_tsar: drugs are a crutch for people who cant handle reality",10
"RT @J_tsar: Duck season, Elmer Fudd knows what it is http://t.co/OyIF3GSt",118
"RT @J_tsar: dude, where's my car?",6
"RT @J_tsar: dudes getting emotional over fifa c'mon son #itsonlyagame",4
"RT @J_tsar: dudes think its a fucking charity out here #birds",3
"RT @J_tsar: Ending the sentence with ""bitch"" like a baawss",4
"RT @J_tsar: Even my boxers are wet and it's cold maayne.",11
"RT @J_tsar: every thing im not makes me every thing i am",8
"RT @J_tsar: everyone becomes a story, strive not to be fake in yours",12
"RT @J_tsar: Everything in life can be free, if you run fast enough...",131
"RT @J_tsar: Evil triumphs when good men do nothing",529
"RT @J_tsar: Find your place and your purpose and make a plan for the future. Occasionally be spontaneous #livelife",29
"RT @J_tsar: Five hundred twenty five thousand six hundred miiinutes",249
"RT @J_tsar: for the thrill of it, why else?",122
"RT @J_tsar: Foreign to racism, never been a part of it",46
"RT @J_tsar: Free Palestine",126
"RT @J_tsar: freedom, we could use some of that especially where we from",12
"RT @J_tsar: frosted flakes, theeyyyyyy'rrrrree greaaaat",5
"RT @J_tsar: fuck fuck fuck the police but #happymothersday",38
"RT @J_tsar: fuck me i just locked myself out of my car",4
